month,year,envVar,Location
1,0,0.154717326164246,1778258c
1,0,-0.726134300231934,954f2cb4
1,0,-0.352291911840439,cb173123
1,0,-1.0410487651825,ce5d1ed1
1,0,-0.090901754796505,118e2f5e
1,0,0.00534959184005857,bb345b03
1,0,-0.644583523273468,d7a280be
1,0,-0.053597878664732,5b08009a
1,0,-0.956766307353973,638a036c
1,0,-0.0341828279197216,a8cdc2c2
1,0,0.439974963665009,6e97cded
1,0,0.512503921985626,c3885694
1,0,-0.567252397537231,f4cdaee1
1,0,0.113787762820721,377480be
1,0,-0.553631484508514,19deb977
1,0,-0.8178631067276,211eb2ae
1,0,-0.127416610717773,ab95b70d
1,0,-0.26351797580719,f526a4e0
1,0,-0.189213693141937,ecc34c2e
1,0,-0.691237032413483,e3e35fdb
1,0,0.403903365135193,df31f97d
1,0,-0.975383400917053,e769f6fe
1,0,0.717165231704712,5bc8b302
1,0,-0.348025411367416,79e354b2
1,0,-0.128426194190979,ff84071f
1,0,-1.13917207717896,a6484004
1,0,-0.0351811163127422,20760acb
2,0,-0.269836217164993,52fd31d7
2,0,-1.14993917942047,3421b03c
2,0,1.04279601573944,ff529e8f
2,0,-0.942069113254547,c304b52e
2,0,-1.15778708457947,ca72fd20
2,0,0.430423676967621,6028e7b7
2,0,-0.910641014575958,fdb23048
2,0,-0.93877911567688,0f7c71d8
2,0,-0.624984443187714,34fe95a5
2,0,-1.10641193389893,11184bca
2,0,-0.774546802043915,aadc708f
2,0,1.16681396961212,45e05b54
2,0,-1.37763774394989,056f421c
2,0,-0.0505032986402512,525214eb
2,0,-0.160249441862106,a33682bf
2,0,0.516371786594391,be428bac
2,0,-0.147688314318657,8f3fe004
2,0,-1.11797857284546,88d245ba
2,0,-1.32877504825592,72cd92d3
2,0,-0.791833460330963,a06de818
2,0,-1.32946538925171,d531f652
2,0,0.448020428419113,7778c917
2,0,-0.432223081588745,205e19b2
2,0,-0.345932513475418,9a312f28
2,0,-1.37510561943054,0eb837a8
2,0,-0.829267859458923,0f9ed4e2
2,0,0.514006018638611,c2be3453
2,0,0.364757359027863,e24cd8b8
2,0,-0.00685173692181706,550e54c5
2,0,0.0500963777303696,156ec693
2,0,-0.0915517434477806,cf35c6c5
2,0,0.081038698554039,14298a4c
2,0,1.29331278800964,5e125303
2,0,-0.167231678962708,21255d80
2,0,-0.966513991355896,55a7fd48
2,0,-0.1888138204813,a4728441
2,0,-0.0953689143061638,acd4504e
2,0,-0.946404635906219,8ccec174
2,0,-0.83220511674881,a4a399e0
2,0,-0.815553426742554,d4270efc
2,0,-0.0522468239068985,957796e0
2,0,-0.0463466085493565,78ce3bab
2,0,0.168942123651505,60760148
2,0,-0.966432452201843,5eac0b24
2,0,-0.478933393955231,5cafec9f
2,0,-0.991153597831726,ad8153f8
2,0,1.23762619495392,78eaa11e
2,0,1.23928534984589,1f9012d1
2,0,-0.342481106519699,8d66d502
2,0,-0.284917086362839,1a1685ad
2,0,-0.896750926971436,afbc2e22
2,0,0.823679447174072,2e23216d
2,0,-1.3398197889328,eda1ed99
2,0,0.848515510559082,f3fb7a0c
2,0,-0.407923489809036,feb5d49b
2,0,-0.862543940544128,9bd1560c
2,0,-0.953970491886139,6a97c123
2,0,-1.30252230167389,47235d1f
2,0,-0.580461919307709,14a06ce1
2,0,-1.14835906028748,89c9d5ba
2,0,0.507754862308502,802bcd6f
2,0,-1.15636885166168,b5f1a762
2,0,1.17391109466553,f89b93ae
2,0,0.323854804039001,352ce11a
2,0,1.32907176017761,e27e8033
2,0,1.19677126407623,1778258c
2,0,-0.285680890083313,954f2cb4
2,0,-0.362500548362732,cb173123
2,0,-1.42057383060455,ce5d1ed1
2,0,-1.17131412029266,118e2f5e
2,0,-1.04831206798553,bb345b03
2,0,0.122004091739655,d7a280be
2,0,0.9838787317276,5b08009a
2,0,-0.909725427627563,638a036c
2,0,0.780344069004059,a8cdc2c2
2,0,0.907835781574249,6e97cded
2,0,-0.0553262569010258,c3885694
2,0,0.763203978538513,f4cdaee1
2,0,-0.17273037135601,377480be
2,0,0.368463069200516,19deb977
2,0,-0.866966903209686,211eb2ae
2,0,0.751255810260773,ab95b70d
2,0,-1.48373866081238,f526a4e0
2,0,0.74115514755249,ecc34c2e
2,0,-0.827342212200165,e3e35fdb
2,0,-1.45595943927765,df31f97d
2,0,-1.01777970790863,e769f6fe
2,0,-0.20865698158741,5bc8b302
2,0,-1.51759672164917,79e354b2
2,0,0.139825239777565,ff84071f
2,0,-0.991170763969421,a6484004
2,0,-0.787998259067535,20760acb
3,0,1.33339822292328,52fd31d7
3,0,1.67557728290558,3421b03c
3,0,0.367760479450226,ff529e8f
3,0,0.911152005195618,c304b52e
3,0,1.54757869243622,ca72fd20
3,0,1.37852275371552,6028e7b7
3,0,1.0602695941925,fdb23048
3,0,0.705552399158478,0f7c71d8
3,0,1.519855260849,34fe95a5
3,0,1.38542127609253,11184bca
3,0,1.48707389831543,aadc708f
3,0,1.56416761875153,45e05b54
3,0,1.64394581317902,056f421c
3,0,-0.369170099496841,525214eb
3,0,1.13316226005554,a33682bf
3,0,-0.139064639806747,be428bac
3,0,1.41129386425018,8f3fe004
3,0,1.46992480754852,88d245ba
3,0,1.46233820915222,72cd92d3
3,0,1.04404938220978,a06de818
3,0,1.75509452819824,d531f652
3,0,1.92764604091644,7778c917
3,0,0.98863285779953,205e19b2
3,0,-0.309101223945618,9a312f28
3,0,1.65788447856903,0eb837a8
3,0,1.41624104976654,0f9ed4e2
3,0,1.51755034923553,c2be3453
3,0,-0.462087124586105,e24cd8b8
3,0,1.47672951221466,550e54c5
3,0,1.40986859798431,156ec693
3,0,0.224855527281761,cf35c6c5
3,0,1.02021729946136,14298a4c
3,0,1.78538024425507,5e125303
3,0,0.272637188434601,21255d80
3,0,1.22751879692078,55a7fd48
3,0,1.0768666267395,a4728441
3,0,0.41230446100235,acd4504e
3,0,1.45007026195526,8ccec174
3,0,1.39017224311829,a4a399e0
3,0,1.46968710422516,d4270efc
3,0,1.43780755996704,957796e0
3,0,-0.13714611530304,78ce3bab
3,0,-0.248718842864037,60760148
3,0,1.27575278282166,5eac0b24
3,0,0.452908962965012,5cafec9f
3,0,1.51829731464386,ad8153f8
3,0,1.59093070030212,78eaa11e
3,0,1.89485085010529,1f9012d1
3,0,1.35373735427856,8d66d502
3,0,-0.104168206453323,1a1685ad
3,0,0.852388143539429,afbc2e22
3,0,0.0905235186219215,2e23216d
3,0,1.6329483985900901,eda1ed99
3,0,1.60853409767151,f3fb7a0c
3,0,0.302620619535446,feb5d49b
3,0,0.548636078834534,9bd1560c
3,0,1.16780376434326,6a97c123
3,0,1.46034574508667,47235d1f
3,0,0.236566841602325,14a06ce1
3,0,1.56063616275787,89c9d5ba
3,0,0.610908448696136,802bcd6f
3,0,1.49338614940643,b5f1a762
3,0,1.85157740116119,f89b93ae
3,0,1.40789210796356,352ce11a
3,0,1.67002391815186,e27e8033
3,0,1.96426427364349,1778258c
3,0,-0.247526541352272,954f2cb4
3,0,1.4596391916275,cb173123
3,0,1.55463767051697,ce5d1ed1
3,0,1.52616250514984,118e2f5e
3,0,1.50252294540405,bb345b03
3,0,0.077610082924366,d7a280be
3,0,1.75305366516113,5b08009a
3,0,0.922706246376038,638a036c
3,0,1.57408833503723,a8cdc2c2
3,0,1.57345199584961,6e97cded
3,0,1.47689926624298,c3885694
3,0,0.869972884654999,f4cdaee1
3,0,1.52987110614777,377480be
3,0,1.45696330070496,19deb977
3,0,1.52951967716217,211eb2ae
3,0,1.43612778186798,ab95b70d
3,0,1.4829216003418,f526a4e0
3,0,1.56069397926331,ecc34c2e
3,0,0.658543169498444,e3e35fdb
3,0,1.58078718185425,df31f97d
3,0,1.37645328044891,e769f6fe
3,0,1.36038672924042,5bc8b302
3,0,1.61845791339874,79e354b2
3,0,1.27433967590332,ff84071f
3,0,1.51904380321503,a6484004
3,0,1.5237557888031,20760acb
4,0,0.929340839385986,52fd31d7
4,0,1.01571071147919,3421b03c
4,0,-0.502456426620483,ff529e8f
4,0,-0.384431034326553,c304b52e
4,0,0.74407833814621,ca72fd20
4,0,-0.875061690807343,6028e7b7
4,0,1.24739706516266,fdb23048
4,0,-0.401814609766006,0f7c71d8
4,0,0.518684804439545,34fe95a5
4,0,1.37048804759979,11184bca
4,0,1.04659831523895,aadc708f
4,0,0.903737008571625,45e05b54
4,0,1.55481839179993,056f421c
4,0,-0.941871166229248,525214eb
4,0,-0.969013094902039,a33682bf
4,0,-0.741140902042389,be428bac
4,0,0.846309304237366,8f3fe004
4,0,1.06641089916229,88d245ba
4,0,1.34588754177094,72cd92d3
4,0,-0.140674918889999,a06de818
4,0,1.71572494506836,d531f652
4,0,-1.19086349010468,7778c917
4,0,-0.415722131729126,205e19b2
4,0,-0.89489883184433,9a312f28
4,0,1.68898248672485,0eb837a8
4,0,1.03089594841003,0f9ed4e2
4,0,0.761230647563934,c2be3453
4,0,-0.750587463378906,e24cd8b8
4,0,0.656586885452271,550e54c5
4,0,0.71892786026001,156ec693
4,0,-0.771784722805023,cf35c6c5
4,0,-0.0503815412521362,14298a4c
4,0,0.217254087328911,5e125303
4,0,-0.917049646377563,21255d80
4,0,0.734134495258331,55a7fd48
4,0,-0.342361599206924,a4728441
4,0,-0.893568933010101,acd4504e
4,0,0.782927453517914,8ccec174
4,0,0.899928689002991,a4a399e0
4,0,1.08996438980103,d4270efc
4,0,0.279272496700287,957796e0
4,0,-0.886732757091522,78ce3bab
4,0,-0.635642647743225,60760148
4,0,0.970400273799896,5eac0b24
4,0,-0.848911881446838,5cafec9f
4,0,0.807519793510437,ad8153f8
4,0,0.568900585174561,78eaa11e
4,0,0.186951786279678,1f9012d1
4,0,0.657673358917236,8d66d502
4,0,-0.847716927528381,1a1685ad
4,0,-0.0502482391893864,afbc2e22
4,0,-0.418612390756607,2e23216d
4,0,1.35514152050018,eda1ed99
4,0,0.482924073934555,f3fb7a0c
4,0,-0.849809169769287,feb5d49b
4,0,-0.671392202377319,9bd1560c
4,0,0.301903486251831,6a97c123
4,0,0.902462005615234,47235d1f
4,0,-0.812039136886597,14a06ce1
4,0,1.04974007606506,89c9d5ba
4,0,-0.785036623477936,802bcd6f
4,0,0.932263433933258,b5f1a762
4,0,0.386153221130371,f89b93ae
4,0,1.11164510250092,352ce11a
4,0,0.579892933368683,e27e8033
4,0,0.0823591127991676,1778258c
4,0,-0.92394357919693,954f2cb4
4,0,0.169916048645973,cb173123
4,0,1.06896817684174,ce5d1ed1
4,0,1.03072476387024,118e2f5e
4,0,1.16479110717773,bb345b03
4,0,-0.524950981140137,d7a280be
4,0,0.256703168153763,5b08009a
4,0,0.20160137116909,638a036c
4,0,0.534746885299683,a8cdc2c2
4,0,0.77712869644165,6e97cded
4,0,0.811722338199615,c3885694
4,0,-0.351909220218658,f4cdaee1
4,0,0.802416741847992,377480be
4,0,-1.15075016021729,19deb977
4,0,0.753132581710815,211eb2ae
4,0,-0.774929523468018,ab95b70d
4,0,1.21826875209808,f526a4e0
4,0,0.895863950252533,ecc34c2e
4,0,-0.572132647037506,e3e35fdb
4,0,1.61744678020477,df31f97d
4,0,0.727466344833374,e769f6fe
4,0,0.957397758960724,5bc8b302
4,0,1.43964350223541,79e354b2
4,0,1.0325722694397,ff84071f
4,0,0.858101367950439,a6484004
4,0,0.903679251670837,20760acb
5,0,-0.992221415042877,52fd31d7
5,0,-1.01089453697205,3421b03c
5,0,-0.496368259191513,ff529e8f
5,0,-0.385819554328918,c304b52e
5,0,-1.08682763576508,ca72fd20
5,0,-0.745061278343201,6028e7b7
5,0,-0.949659287929535,fdb23048
5,0,-0.365660578012466,0f7c71d8
5,0,-0.770960330963135,34fe95a5
5,0,-0.373887479305267,11184bca
5,0,-0.688845872879028,aadc708f
5,0,0.59632807970047,45e05b54
5,0,-1.13627934455872,056f421c
5,0,-0.24210461974144,525214eb
5,0,0.0177631769329309,a33682bf
5,0,-0.288574695587158,be428bac
5,0,-0.988321959972382,8f3fe004
5,0,-0.650065302848816,88d245ba
5,0,-0.716999888420105,72cd92d3
5,0,-0.670431673526764,a06de818
5,0,-0.904741764068604,d531f652
5,0,-0.696264147758484,7778c917
5,0,-0.623568415641785,205e19b2
5,0,-0.205033659934998,9a312f28
5,0,-0.984827697277069,0eb837a8
5,0,-0.319323867559433,0f9ed4e2
5,0,0.50392705202102706,c2be3453
5,0,-0.442311555147171,e24cd8b8
5,0,-1.18547070026398,550e54c5
5,0,-1.19323945045471,156ec693
5,0,-0.707951307296753,cf35c6c5
5,0,-0.989454627037048,14298a4c
5,0,-1.47191095352173,5e125303
5,0,-0.188836485147476,21255d80
5,0,-0.661907851696014,55a7fd48
5,0,-0.545249581336975,a4728441
5,0,0.242531552910805,acd4504e
5,0,-0.915382027626038,8ccec174
5,0,-0.562753856182098,a4a399e0
5,0,-0.449515342712402,d4270efc
5,0,-1.10056865215302,957796e0
5,0,-0.602404594421387,78ce3bab
5,0,-0.848400056362152,60760148
5,0,-0.767322421073914,5eac0b24
5,0,0.141145706176758,5cafec9f
5,0,-0.895826280117035,ad8153f8
5,0,-1.70680642127991,78eaa11e
5,0,-1.12269723415375,1f9012d1
5,0,-0.874904215335846,8d66d502
5,0,0.0934964045882225,1a1685ad
5,0,-0.503781199455261,afbc2e22
5,0,-0.378627240657806,2e23216d
5,0,-1.10951352119446,eda1ed99
5,0,-0.136174201965332,f3fb7a0c
5,0,-0.286087572574615,feb5d49b
5,0,-0.286912947893143,9bd1560c
5,0,-0.599928796291351,6a97c123
5,0,-1.12216293811798,47235d1f
5,0,0.245092898607254,14a06ce1
5,0,-0.543798983097076,89c9d5ba
5,0,-0.529389977455139,802bcd6f
5,0,-0.900325000286102,b5f1a762
5,0,-1.18544566631317,f89b93ae
5,0,-1.52887284755707,352ce11a
5,0,-0.189267426729202,e27e8033
5,0,-1.85840451717377,1778258c
5,0,0.110767431557178,954f2cb4
5,0,-0.753400504589081,cb173123
5,0,-1.16191506385803,ce5d1ed1
5,0,-0.939116775989532,118e2f5e
5,0,-0.546480000019073,bb345b03
5,0,-0.975014925003052,d7a280be
5,0,-1.82522797584534,5b08009a
5,0,-0.457020729780197,638a036c
5,0,-1.12685227394104,a8cdc2c2
5,0,0.723052561283112,6e97cded
5,0,0.0296666659414768,c3885694
5,0,-0.605477035045624,f4cdaee1
5,0,-0.415170609951019,377480be
5,0,-0.440204828977585,19deb977
5,0,-0.879441618919373,211eb2ae
5,0,-0.61513477563858,ab95b70d
5,0,-0.716656684875488,f526a4e0
5,0,-1.65881991386414,ecc34c2e
5,0,-0.12942361831665,e3e35fdb
5,0,-0.842370748519897,df31f97d
5,0,-0.744145154953003,e769f6fe
5,0,0.0824892446398735,5bc8b302
5,0,-1.03837954998016,79e354b2
5,0,-1.31213521957397,ff84071f
5,0,-0.859115779399872,a6484004
5,0,-0.522870719432831,20760acb
6,0,0.00947498716413975,52fd31d7
6,0,1.23313760757446,3421b03c
6,0,0.449543297290802,ff529e8f
6,0,1.64260494709015,c304b52e
6,0,1.35652148723602,ca72fd20
6,0,0.698421239852905,6028e7b7
6,0,1.28746449947357,fdb23048
6,0,1.76441502571106,0f7c71d8
6,0,0.646150708198547,34fe95a5
6,0,1.58393573760986,11184bca
6,0,1.19622111320496,aadc708f
6,0,1.36534786224365,45e05b54
6,0,0.975044310092926,056f421c
6,0,-0.0120530808344483,525214eb
6,0,1.54399490356445,a33682bf
6,0,0.829588532447815,be428bac
6,0,0.383547842502594,8f3fe004
6,0,1.30330944061279,88d245ba
6,0,1.41470456123352,72cd92d3
6,0,1.07114160060883,a06de818
6,0,1.16431319713593,d531f652
6,0,0.842544734477997,7778c917
6,0,0.17278927564621,205e19b2
6,0,1.06163775920868,9a312f28
6,0,1.20260500907898,0eb837a8
6,0,1.42117726802826,0f9ed4e2
6,0,1.54492557048798,c2be3453
6,0,-0.624512612819672,e24cd8b8
6,0,0.678946912288666,550e54c5
6,0,-0.681096494197845,156ec693
6,0,-0.397448062896729,cf35c6c5
6,0,-0.89957720041275,14298a4c
6,0,1.13551259040833,5e125303
6,0,1.09229564666748,21255d80
6,0,1.21665239334106,55a7fd48
6,0,-0.606339335441589,a4728441
6,0,1.20613265037537,acd4504e
6,0,1.18371760845184,8ccec174
6,0,0.855906784534454,a4a399e0
6,0,0.90260374546051,d4270efc
6,0,-0.851415157318115,957796e0
6,0,-0.0139178521931171,78ce3bab
6,0,-0.666788876056671,60760148
6,0,1.33729004859924,5eac0b24
6,0,1.46328949928284,5cafec9f
6,0,0.941222727298737,ad8153f8
6,0,0.756768703460693,78eaa11e
6,0,1.24849951267242,1f9012d1
6,0,-0.170866221189499,8d66d502
6,0,0.983577489852905,1a1685ad
6,0,1.61582219600677,afbc2e22
6,0,0.34001499414444,2e23216d
6,0,1.03539204597473,eda1ed99
6,0,1.14131653308868,f3fb7a0c
6,0,0.623741447925568,feb5d49b
6,0,1.27947640419006,9bd1560c
6,0,1.44428205490112,6a97c123
6,0,1.24103200435638,47235d1f
6,0,1.22025775909424,14a06ce1
6,0,1.04138493537903,89c9d5ba
6,0,0.788723826408386,802bcd6f
6,0,1.07755947113037,b5f1a762
6,0,1.33574068546295,f89b93ae
6,0,-0.465085327625275,352ce11a
6,0,1.25809073448181,e27e8033
6,0,1.41845333576202,1778258c
6,0,0.639234066009521,954f2cb4
6,0,-0.470892071723938,cb173123
6,0,0.988551080226898,ce5d1ed1
6,0,1.23097658157349,118e2f5e
6,0,1.14903330802917,bb345b03
6,0,-0.794466912746429,d7a280be
6,0,1.23963761329651,5b08009a
6,0,1.57263600826263,638a036c
6,0,0.822809457778931,a8cdc2c2
6,0,1.49840712547302,6e97cded
6,0,1.36520791053772,c3885694
6,0,0.411105215549469,f4cdaee1
6,0,1.05893111228943,377480be
6,0,1.07341253757477,19deb977
6,0,1.02131247520447,211eb2ae
6,0,0.654891669750214,ab95b70d
6,0,1.25807452201843,f526a4e0
6,0,0.194802299141884,ecc34c2e
6,0,1.59334588050842,e3e35fdb
6,0,1.46271908283234,df31f97d
6,0,1.08041787147522,e769f6fe
6,0,1.66619646549225,5bc8b302
6,0,1.23592364788055,79e354b2
6,0,-0.779742896556854,ff84071f
6,0,1.27232670783997,a6484004
6,0,0.993114531040192,20760acb
7,0,1.48347663879395,52fd31d7
7,0,0.167619436979294,3421b03c
7,0,1.49104690551758,ff529e8f
7,0,0.251817762851715,c304b52e
7,0,0.355396091938019,ca72fd20
7,0,1.12336611747742,6028e7b7
7,0,0.459853559732437,fdb23048
7,0,0.360773354768753,0f7c71d8
7,0,0.974539220333099,34fe95a5
7,0,0.866690099239349,11184bca
7,0,0.180789858102798,aadc708f
7,0,0.824276328086853,45e05b54
7,0,0.0595108717679977,056f421c
7,0,1.01192462444305,525214eb
7,0,0.808119177818298,a33682bf
7,0,0.940644681453705,be428bac
7,0,1.52140331268311,8f3fe004
7,0,0.700105249881744,88d245ba
7,0,0.731146514415741,72cd92d3
7,0,0.374890625476837,a06de818
7,0,-0.0485727526247501,d531f652
7,0,0.948601424694061,7778c917
7,0,0.837250292301178,205e19b2
7,0,0.616006672382355,9a312f28
7,0,-0.0716606825590134,0eb837a8
7,0,1.13251507282257,0f9ed4e2
7,0,1.40447151660919,c2be3453
7,0,1.29339981079102,e24cd8b8
7,0,1.0938218832016,550e54c5
7,0,1.46858632564545,156ec693
7,0,0.620684564113617,cf35c6c5
7,0,1.2196923494339,14298a4c
7,0,0.687953770160675,5e125303
7,0,0.167498230934143,21255d80
7,0,0.312234908342361,55a7fd48
7,0,1.07920074462891,a4728441
7,0,0.204608365893364,acd4504e
7,0,0.493440926074982,8ccec174
7,0,0.99075311422348,a4a399e0
7,0,0.738535523414612,d4270efc
7,0,1.37825095653534,957796e0
7,0,0.650658309459686,78ce3bab
7,0,0.985012531280518,60760148
7,0,0.225037783384323,5eac0b24
7,0,0.35029873251915,5cafec9f
7,0,0.53154730796814,ad8153f8
7,0,0.989254891872406,78eaa11e
7,0,0.419476211071014,1f9012d1
7,0,1.36610496044159,8d66d502
7,0,0.498422265052795,1a1685ad
7,0,0.680026173591614,afbc2e22
7,0,1.49485266208649,2e23216d
7,0,0.211102530360222,eda1ed99
7,0,0.521243870258331,f3fb7a0c
7,0,0.580117464065552,feb5d49b
7,0,0.282771617174149,9bd1560c
7,0,0.162324279546738,6a97c123
7,0,0.480648905038834,47235d1f
7,0,0.415320694446564,14a06ce1
7,0,0.283114492893219,89c9d5ba
7,0,0.806523144245148,802bcd6f
7,0,0.372232884168625,b5f1a762
7,0,0.67308896780014,f89b93ae
7,0,1.30832672119141,352ce11a
7,0,0.597538888454437,e27e8033
7,0,0.71855241060257,1778258c
7,0,0.948498666286469,954f2cb4
7,0,1.29999792575836,cb173123
7,0,0.165187567472458,ce5d1ed1
7,0,0.424366742372513,118e2f5e
7,0,-0.0217296648770571,bb345b03
7,0,0.965845227241516,d7a280be
7,0,0.734583497047424,5b08009a
7,0,0.315411955118179,638a036c
7,0,0.89911288022995,a8cdc2c2
7,0,1.1705242395401,6e97cded
7,0,0.82039600610733,c3885694
7,0,0.998069107532501,f4cdaee1
7,0,0.300148189067841,377480be
7,0,0.843269526958466,19deb977
7,0,0.686106145381927,211eb2ae
7,0,0.889244496822357,ab95b70d
7,0,0.64461225271225,f526a4e0
7,0,1.13024461269379,ecc34c2e
7,0,0.226251646876335,e3e35fdb
7,0,0.109485402703285,df31f97d
7,0,0.459648877382278,e769f6fe
7,0,1.32167613506317,5bc8b302
7,0,0.0802504867315292,79e354b2
7,0,1.4210661649704,ff84071f
7,0,0.332465618848801,a6484004
7,0,0.371906936168671,20760acb
8,0,-0.377534300088882,52fd31d7
8,0,0.806289851665497,3421b03c
8,0,0.0251839868724346,ff529e8f
8,0,-0.0414997301995754,c304b52e
8,0,0.441231459379196,ca72fd20
8,0,0.558579623699188,6028e7b7
8,0,0.210154190659523,fdb23048
8,0,-0.0659993514418602,0f7c71d8
8,0,-0.574895203113556,34fe95a5
8,0,0.589604616165161,11184bca
8,0,0.475272655487061,aadc708f
8,0,0.144648820161819,45e05b54
8,0,0.669409990310669,056f421c
8,0,0.211712628602982,525214eb
8,0,0.144839867949486,a33682bf
8,0,-0.163672685623169,be428bac
8,0,-0.346713840961456,8f3fe004
8,0,0.925556898117065,88d245ba
8,0,1.08980619907379,72cd92d3
8,0,-0.405297130346298,a06de818
8,0,0.756204843521118,d531f652
8,0,0.758239388465881,7778c917
8,0,-0.770249485969543,205e19b2
8,0,-0.0615163631737232,9a312f28
8,0,0.841978430747986,0eb837a8
8,0,0.676149427890778,0f9ed4e2
8,0,0.3772312104702,c2be3453
8,0,0.263437300920486,e24cd8b8
8,0,-0.443867832422256,550e54c5
8,0,-0.610021710395813,156ec693
8,0,-0.643431603908539,cf35c6c5
8,0,-0.862400054931641,14298a4c
8,0,-0.687000036239624,5e125303
8,0,0.127194479107857,21255d80
8,0,-0.197844982147217,55a7fd48
8,0,-0.786186158657074,a4728441
8,0,0.292354971170425,acd4504e
8,0,0.0308866780251265,8ccec174
8,0,-0.330136477947235,a4a399e0
8,0,-0.296317785978317,d4270efc
8,0,-0.846105933189392,957796e0
8,0,0.026154138147831,78ce3bab
8,0,0.0324301570653915,60760148
8,0,0.231376245617867,5eac0b24
8,0,-0.00606063939630985,5cafec9f
8,0,-0.318241953849792,ad8153f8
8,0,-0.771970927715302,78eaa11e
8,0,-0.629832446575165,1f9012d1
8,0,-0.571186721324921,8d66d502
8,0,-0.0356173180043697,1a1685ad
8,0,0.125325292348862,afbc2e22
8,0,-0.108998753130436,2e23216d
8,0,0.478005528450012,eda1ed99
8,0,0.0510960705578327,f3fb7a0c
8,0,-0.210351049900055,feb5d49b
8,0,-0.258701413869858,9bd1560c
8,0,-0.198460951447487,6a97c123
8,0,1.06652975082397,47235d1f
8,0,0.188620775938034,14a06ce1
8,0,-0.154379159212112,89c9d5ba
8,0,0.205083668231964,802bcd6f
8,0,-0.168736174702644,b5f1a762
8,0,-0.643036782741547,f89b93ae
8,0,-0.421412646770477,352ce11a
8,0,-0.334789633750916,e27e8033
8,0,-0.526465594768524,1778258c
8,0,0.104448556900024,954f2cb4
8,0,-0.711671650409698,cb173123
8,0,0.824885547161102,ce5d1ed1
8,0,0.688689112663269,118e2f5e
8,0,-0.0327127128839493,bb345b03
8,0,-0.611261487007141,d7a280be
8,0,-0.282019078731537,5b08009a
8,0,0.03940799087286,638a036c
8,0,-0.473024606704712,a8cdc2c2
8,0,0.364216148853302,6e97cded
8,0,0.777631461620331,c3885694
8,0,0.454942882061005,f4cdaee1
8,0,-0.122419036924839,377480be
8,0,0.326526999473572,19deb977
8,0,-0.268545746803284,211eb2ae
8,0,0.831780076026917,ab95b70d
8,0,1.08629143238068,f526a4e0
8,0,-0.708858251571655,ecc34c2e
8,0,0.0465431548655033,e3e35fdb
8,0,0.877519547939301,df31f97d
8,0,-0.342776566743851,e769f6fe
8,0,0.357759445905685,5bc8b302
8,0,0.993059933185577,79e354b2
8,0,-0.464219570159912,ff84071f
8,0,0.338017135858536,a6484004
8,0,-0.399618774652481,20760acb
9,0,-1.85951340198517,52fd31d7
9,0,-2.29064512252808,3421b03c
9,0,-1.25818252563477,ff529e8f
9,0,-1.27921497821808,c304b52e
