Location,year,counts,offset,x1
638a036c,10,0,0.01554,443.42359767891685
a8cdc2c2,10,2,0.14048,240.20671107845664
6e97cded,10,0,1.52762,14.803028770876518
c3885694,10,1,0.20446,163.3018420438083
f4cdaee1,10,2,0.36536,269.3789436409939
377480be,10,2,0.16653,175.31871704247877
19deb977,10,0,0.055,330.6108282308156
211eb2ae,10,0,0.03147,498.07542816264487
ab95b70d,10,0,0.0136,0
f526a4e0,10,0,0.06145,0
ecc34c2e,10,0,0.05253,463.8568556579112
e3e35fdb,10,0,0.00661,440.20079945513453
df31f97d,10,0,0.06821,14.31229426077
e769f6fe,10,1,0.04228,572.0609445199151
5bc8b302,10,0,0.20101,76.68270256818143
79e354b2,10,0,0.09481,41.27771307790565
ff84071f,10,2,0.03771,279.2933485629896
a6484004,10,0,0.00831,122.6993865030675
20760acb,10,1,0.13881,310.8497456011936
52fd31d7,11,4,0.3128,539.7729139736374
3421b03c,11,0,0.06739,115.23769464697355
ff529e8f,11,1,0.00686,276.659045468895
c304b52e,11,0,0.00477,366.9724770642202
ca72fd20,11,0,0.05514,599.8869117392986
6028e7b7,11,1,0.11347,154.72608939946414
fdb23048,11,0,0.02075,217.01388888888889
0f7c71d8,11,0,0.03115,702.0863347174999
34fe95a5,11,1,0.4597,517.0491903158012
11184bca,11,0,0.06885,137.88126219285218
aadc708f,11,0,0.08387,185.61198123049738
45e05b54,11,0,0.25122,16.0953693401668
056f421c,11,0,0.08854,65.85706094190265
525214eb,11,0,0.03921,883.6562622204499
a33682bf,11,0,0.05683,298.93290840193464
be428bac,11,0,0.10032,109.54842152135501
8f3fe004,11,0,0.06512,735.2177473270996
88d245ba,11,0,0.1038,144.55546647270725
72cd92d3,11,0,0.09132,207.77028026294286
a06de818,11,1,0.10999,668.1713017665894
d531f652,11,0,0.20924,4.880905896134323
7778c917,11,0,0.09218,54.22373620785303
205e19b2,11,1,0.24212,455.00125810632903
9a312f28,11,1,0.01941,494.7706789010602
0eb837a8,11,1,0.06013,66.75578291575353
0f9ed4e2,11,0,0.36604,146.0193137645458
c2be3453,11,3,5.11902,25.009338631159892
e24cd8b8,11,0,0.01997,372.3318889423848
550e54c5,11,0,0.05898,443.0238938400914
156ec693,11,0,0.03186,407.13297155731294
cf35c6c5,11,0,0.02772,302.99962881405526
14298a4c,11,0,0.04934,658.1834026982687
5e125303,11,0,0.22364,173.72494256867498
21255d80,11,0,0.0201,830.1258553274682
55a7fd48,11,0,0.02029,876.8495067981871
a4728441,11,0,0.0202,283.8803045246798
acd4504e,11,0,0.00619,442.91616855351543
8ccec174,11,0,0.02502,300.52592036063106
a4a399e0,11,3,0.57955,320.83034610226167
d4270efc,11,2,0.09113,751.0132262833392
957796e0,11,0,0.03406,625.1237604286094
78ce3bab,11,1,0.00987,274.72527472527474
60760148,11,0,0.02906,396.04255839860656
5eac0b24,11,0,0.10406,382.7993952174148
5cafec9f,11,0,0.00733,407.61020264050075
ad8153f8,11,1,0.06288,216.3530206410151
78eaa11e,11,0,0.07602,147.93345021923815
1f9012d1,11,0,0.05199,98.69695356994559
8d66d502,11,0,0.06476,635.8258094798707
1a1685ad,11,0,0.0832,577.8902353765741
afbc2e22,11,0,0.0082,640.7120967430217
2e23216d,11,0,0.03799,353.5353535353535
eda1ed99,11,0,0.087,188.0996148198787
f3fb7a0c,11,1,2.83097,64.97295797176817
feb5d49b,11,2,0.3628,474.12267977784995
9bd1560c,11,0,0.00738,812.2948601279837
6a97c123,11,0,0.00629,0
47235d1f,11,4,0.34609,64.6557814225245
14a06ce1,11,0,0.00537,185.87360594795538
89c9d5ba,11,0,0.07813,438.29237206941
802bcd6f,11,0,0.05019,428.328095651596
b5f1a762,11,1,0.03729,234.56701987837033
f89b93ae,11,0,0.07178,55.31630531630531
352ce11a,11,0,0.04495,166.5647455792988
e27e8033,11,0,0.15608,77.51025226885687
1778258c,11,0,0.02752,101.91203238586012
954f2cb4,11,3,0.02937,651.4949672245207
cb173123,11,2,0.09148,629.2072914358882
ce5d1ed1,11,0,0.0726,105.24296080241483
118e2f5e,11,3,0.32017,220.127921712596
bb345b03,11,1,0.05409,489.69124863657964
d7a280be,11,0,0.11018,353.07030050148114
5b08009a,11,0,0.08383,34.14131862524958
638a036c,11,0,0.0155,443.42359767891685
a8cdc2c2,11,1,0.14166,254.44361312857052
6e97cded,11,1,1.56147,14.803028770876518
c3885694,11,0,0.20515,168.19277425548785
f4cdaee1,11,4,0.36677,274.8529966298268
377480be,11,1,0.16536,187.32856511790064
19deb977,11,0,0.05498,330.6108282308156
211eb2ae,11,0,0.03129,498.07542816264487
ab95b70d,11,0,0.01324,0
f526a4e0,11,0,0.06157,0
ecc34c2e,11,0,0.0521,463.8568556579112
e3e35fdb,11,0,0.00655,440.20079945513453
df31f97d,11,0,0.06866,14.31229426077
e769f6fe,11,0,0.04228,595.7127893638129
5bc8b302,11,1,0.20124,76.68270256818143
79e354b2,11,0,0.09552,41.27771307790565
ff84071f,11,0,0.03788,332.3296784489615
a6484004,11,0,0.00809,122.6993865030675
20760acb,11,6,0.13689,318.05383752540655
52fd31d7,12,0,0.31324,552.5606377588036
3421b03c,12,0,0.06679,115.23769464697355
ff529e8f,12,0,0.00692,422.4316402210816
c304b52e,12,0,0.00478,366.9724770642202
ca72fd20,12,1,0.05511,599.8869117392986
6028e7b7,12,0,0.11274,163.53899148812195
fdb23048,12,0,0.02105,217.01388888888889
0f7c71d8,12,1,0.03154,702.0863347174999
34fe95a5,12,2,0.4618,519.2245220538913
11184bca,12,1,0.0684,137.88126219285218
aadc708f,12,0,0.08374,185.61198123049738
45e05b54,12,0,0.2524,16.0953693401668
056f421c,12,1,0.08818,65.85706094190265
525214eb,12,0,0.03966,883.6562622204499
a33682bf,12,0,0.05694,298.93290840193464
be428bac,12,3,0.09968,109.54842152135501
8f3fe004,12,0,0.06536,735.2177473270996
88d245ba,12,1,0.1054,144.55546647270725
72cd92d3,12,0,0.09158,207.77028026294286
a06de818,12,0,0.1091,677.2630373789178
d531f652,12,0,0.21032,4.880905896134323
7778c917,12,0,0.09168,54.22373620785303
205e19b2,12,0,0.24318,459.1314414864711
9a312f28,12,0,0.01928,546.2905140375877
0eb837a8,12,0,0.05985,83.38641654289472
0f9ed4e2,12,0,0.36671,146.0193137645458
c2be3453,12,8,5.18586,25.595388304730225
e24cd8b8,12,0,0.02008,372.3318889423848
550e54c5,12,0,0.05871,443.0238938400914
156ec693,12,0,0.03244,407.13297155731294
cf35c6c5,12,0,0.0276,302.99962881405526
14298a4c,12,0,0.04945,658.1834026982687
5e125303,12,0,0.22269,173.72494256867498
21255d80,12,0,0.02075,830.1258553274682
55a7fd48,12,0,0.02036,876.8495067981871
a4728441,12,0,0.0204,283.8803045246798
acd4504e,12,0,0.00613,442.91616855351543
8ccec174,12,0,0.02546,300.52592036063106
a4a399e0,12,1,0.58808,326.0067760910461
d4270efc,12,0,0.09126,772.9598958762285
957796e0,12,1,0.03428,625.1237604286094
78ce3bab,12,0,0.00956,376.0423973189931
60760148,12,0,0.029,396.04255839860656
5eac0b24,12,0,0.10434,382.7993952174148
5cafec9f,12,0,0.00737,407.61020264050075
ad8153f8,12,0,0.06279,232.2563285290558
78eaa11e,12,1,0.07521,147.93345021923815
1f9012d1,12,0,0.05233,98.69695356994559
8d66d502,12,1,0.06477,635.8258094798707
1a1685ad,12,0,0.08354,577.8902353765741
afbc2e22,12,0,0.00825,640.7120967430217
2e23216d,12,0,0.03833,353.5353535353535
eda1ed99,12,1,0.08676,188.0996148198787
f3fb7a0c,12,3,2.86182,65.32619378846704
feb5d49b,12,3,0.36251,479.6353589399227
9bd1560c,12,0,0.00772,812.2948601279837
6a97c123,12,0,0.00628,0
47235d1f,12,0,0.3496,76.21346872929442
14a06ce1,12,0,0.0054,185.87360594795538
89c9d5ba,12,0,0.07848,438.29237206941
802bcd6f,12,0,0.05038,428.328095651596
b5f1a762,12,0,0.0374,261.3838608545034
f89b93ae,12,0,0.07238,55.31630531630531
352ce11a,12,0,0.04514,166.5647455792988
e27e8033,12,0,0.15748,77.51025226885687
1778258c,12,0,0.02781,101.91203238586012
954f2cb4,12,1,0.02981,753.6400131897913
cb173123,12,1,0.09182,651.0699936658838
ce5d1ed1,12,0,0.07259,105.24296080241483
118e2f5e,12,0,0.32305,229.49794388831512
bb345b03,12,0,0.05398,508.1789543123053
d7a280be,12,0,0.11058,353.07030050148114
5b08009a,12,0,0.08372,34.14131862524958
638a036c,12,0,0.01524,443.42359767891685
a8cdc2c2,12,0,0.14221,261.50276885354583
6e97cded,12,3,1.59737,15.443450937168537
c3885694,12,0,0.2087,168.19277425548785
f4cdaee1,12,3,0.37056,285.75901402492457
377480be,12,0,0.16798,193.3759768256897
19deb977,12,0,0.05444,330.6108282308156
211eb2ae,12,0,0.03164,498.07542816264487
ab95b70d,12,0,0.01311,0
f526a4e0,12,0,0.06142,0
ecc34c2e,12,0,0.05234,463.8568556579112
e3e35fdb,12,0,0.00647,440.20079945513453
df31f97d,12,0,0.0697,14.31229426077
e769f6fe,12,1,0.04265,595.7127893638129
5bc8b302,12,0,0.2028,81.65189358388407
79e354b2,12,0,0.09609,41.27771307790565
ff84071f,12,1,0.03809,332.3296784489615
a6484004,12,0,0.00825,122.6993865030675
20760acb,12,0,0.13667,361.8846505869888
52fd31d7,13,0,0.31206,552.5606377588036
3421b03c,13,0,0.0662,115.23769464697355
ff529e8f,13,0,0.00656,422.4316402210816
c304b52e,13,0,0.00475,366.9724770642202
ca72fd20,13,0,0.05408,618.0324388668616
6028e7b7,13,0,0.11295,163.53899148812195
fdb23048,13,0,0.02078,217.01388888888889
0f7c71d8,13,0,0.03098,733.7921051677218
34fe95a5,13,0,0.46843,523.5554012223625
11184bca,13,0,0.0678,152.50114523378787
aadc708f,13,0,0.08254,185.61198123049738
45e05b54,13,1,0.25235,16.0953693401668
056f421c,13,0,0.0875,77.197500950975
525214eb,13,0,0.03986,883.6562622204499
a33682bf,13,0,0.0573,298.93290840193464
be428bac,13,0,0.09988,139.64472970755082
8f3fe004,13,0,0.06454,735.2177473270996
88d245ba,13,0,0.10578,154.04313250686283
72cd92d3,13,0,0.09121,207.77028026294286
a06de818,13,0,0.10906,677.2630373789178
d531f652,13,0,0.20823,4.880905896134323
7778c917,13,0,0.09201,54.22373620785303
205e19b2,13,1,0.24243,459.1314414864711
9a312f28,13,0,0.0196,546.2905140375877
0eb837a8,13,0,0.05995,83.38641654289472
0f9ed4e2,13,1,0.36929,146.0193137645458
c2be3453,13,10,5.24458,27.138044681878856
e24cd8b8,13,0,0.01976,372.3318889423848
550e54c5,13,0,0.05826,443.0238938400914
156ec693,13,0,0.03204,407.13297155731294
cf35c6c5,13,0,0.02714,302.99962881405526
14298a4c,13,0,0.04917,658.1834026982687
5e125303,13,0,0.21906,173.72494256867498
21255d80,13,0,0.02062,830.1258553274682
55a7fd48,13,0,0.02011,876.8495067981871
a4728441,13,0,0.01991,283.8803045246798
acd4504e,13,1,0.00634,442.91616855351543
8ccec174,13,0,0.02535,300.52592036063106
a4a399e0,13,0,0.59549,327.7072250095606
d4270efc,13,0,0.09076,772.9598958762285
957796e0,13,0,0.03441,654.2952890167074
78ce3bab,13,0,0.00952,376.0423973189931
60760148,13,0,0.02861,396.04255839860656
5eac0b24,13,0,0.10442,382.7993952174148
5cafec9f,13,0,0.00743,407.61020264050075
ad8153f8,13,0,0.06295,232.2563285290558
78eaa11e,13,1,0.0755,161.2295544606954
1f9012d1,13,0,0.05216,98.69695356994559
8d66d502,13,0,0.06546,651.2650560446383
1a1685ad,13,0,0.08239,577.8902353765741
afbc2e22,13,0,0.0082,640.7120967430217
2e23216d,13,0,0.03807,353.5353535353535
eda1ed99,13,0,0.08574,199.6256636903259
f3fb7a0c,13,1,2.90043,66.37447774762589
feb5d49b,13,0,0.36035,487.9109927155427
9bd1560c,13,0,0.00779,812.2948601279837
6a97c123,13,0,0.00616,0
47235d1f,13,0,0.35014,76.21346872929442
14a06ce1,13,0,0.00552,185.87360594795538
89c9d5ba,13,0,0.07755,438.29237206941
802bcd6f,13,0,0.04985,428.328095651596
b5f1a762,13,0,0.03731,261.3838608545034
f89b93ae,13,0,0.07237,55.31630531630531
352ce11a,13,0,0.04447,166.5647455792988
e27e8033,13,0,0.15745,77.51025226885687
1778258c,13,0,0.02791,101.91203238586012
954f2cb4,13,0,0.02947,787.185803193146
cb173123,13,0,0.09143,661.9608671139343
ce5d1ed1,13,0,0.07192,105.24296080241483
118e2f5e,13,0,0.32522,229.49794388831512
bb345b03,13,0,0.0534,508.1789543123053
d7a280be,13,0,0.11048,353.07030050148114
5b08009a,13,0,0.08341,34.14131862524958
638a036c,13,0,0.0148,443.42359767891685
a8cdc2c2,13,0,0.14336,261.50276885354583
6e97cded,13,8,1.62595,17.3215380428485
c3885694,13,0,0.20842,168.19277425548785
f4cdaee1,13,1,0.36958,293.85486894720435
377480be,13,1,0.16703,193.3759768256897
19deb977,13,0,0.0536,330.6108282308156
211eb2ae,13,0,0.03101,498.07542816264487
ab95b70d,13,0,0.01319,0
f526a4e0,13,0,0.06175,0
ecc34c2e,13,0,0.05168,463.8568556579112
e3e35fdb,13,0,0.00698,440.20079945513453
df31f97d,13,0,0.06904,14.31229426077
e769f6fe,13,1,0.04228,619.1594482149267
5bc8b302,13,2,0.20274,81.65189358388407
79e354b2,13,0,0.09453,41.27771307790565
ff84071f,13,0,0.03757,358.5832883203188
a6484004,13,0,0.00815,122.6993865030675
20760acb,13,0,0.13787,361.8846505869888
52fd31d7,14,7,0.31369,552.5606377588036
3421b03c,14,1,0.0655,115.23769464697355
ff529e8f,14,0,0.00685,422.4316402210816
c304b52e,14,1,0.00498,366.9724770642202
ca72fd20,14,4,0.0543,618.0324388668616
6028e7b7,14,2,0.11265,163.53899148812195
fdb23048,14,1,0.0206,217.01388888888889
0f7c71d8,14,4,0.03052,733.7921051677218
34fe95a5,14,6,0.47668,523.5554012223625
11184bca,14,0,0.06679,152.50114523378787
aadc708f,14,3,0.08251,185.61198123049738
45e05b54,14,0,0.25124,20.05811948876993
056f421c,14,1,0.08697,77.197500950975
525214eb,14,2,0.0402,883.6562622204499
a33682bf,14,0,0.05731,298.93290840193464
be428bac,14,1,0.10073,139.64472970755082
8f3fe004,14,1,0.06385,735.2177473270996
88d245ba,14,4,0.10568,154.04313250686283
72cd92d3,14,1,0.09089,207.77028026294286
a06de818,14,6,0.10847,677.2630373789178
d531f652,14,1,0.20744,4.880905896134323
7778c917,14,1,0.09133,54.22373620785303
205e19b2,14,4,0.24022,463.2563435200478
9a312f28,14,0,0.01961,546.2905140375877
0eb837a8,14,2,0.05887,83.38641654289472
0f9ed4e2,14,2,0.36592,148.72721270575732
c2be3453,14,15,5.31298,29.044775058763182
e24cd8b8,14,0,0.01981,372.3318889423848
550e54c5,14,0,0.05715,443.0238938400914
156ec693,14,0,0.03182,407.13297155731294
cf35c6c5,14,0,0.02719,302.99962881405526
14298a4c,14,1,0.04884,658.1834026982687
5e125303,14,0,0.21653,173.72494256867498
21255d80,14,0,0.01983,830.1258553274682
55a7fd48,14,1,0.01995,876.8495067981871
a4728441,14,1,0.0208,283.8803045246798
acd4504e,14,0,0.00625,600.6448751781211
8ccec174,14,2,0.02464,300.52592036063106
a4a399e0,14,7,0.60187,327.7072250095606
d4270efc,14,1,0.0904,772.9598958762285
957796e0,14,0,0.03418,654.2952890167074
78ce3bab,14,0,0.00919,376.0423973189931
60760148,14,0,0.02878,396.04255839860656
5eac0b24,14,9,0.10376,382.7993952174148
5cafec9f,14,0,0.00718,407.61020264050075
ad8153f8,14,0,0.06298,232.2563285290558
78eaa11e,14,2,0.07533,174.47458757327817
1f9012d1,14,0,0.05185,98.69695356994559
8d66d502,14,0,0.06508,651.2650560446383
1a1685ad,14,1,0.08222,577.8902353765741
afbc2e22,14,0,0.00798,640.7120967430217
2e23216d,14,0,0.03803,353.5353535353535
eda1ed99,14,7,0.08573,199.6256636903259
f3fb7a0c,14,15,2.93667,66.71925421180534
feb5d49b,14,21,0.35983,487.9109927155427
9bd1560c,14,0,0.00785,812.2948601279837
6a97c123,14,0,0.00605,0
47235d1f,14,5,0.35103,76.21346872929442
14a06ce1,14,0,0.0051,185.87360594795538
89c9d5ba,14,1,0.0784,438.29237206941
802bcd6f,14,5,0.04935,428.328095651596
b5f1a762,14,0,0.03673,261.3838608545034
f89b93ae,14,0,0.0715,55.31630531630531
352ce11a,14,0,0.0443,166.5647455792988
e27e8033,14,0,0.15697,77.51025226885687
1778258c,14,0,0.02791,101.91203238586012
954f2cb4,14,0,0.02932,787.185803193146
cb173123,14,1,0.09213,661.9608671139343
ce5d1ed1,14,2,0.07187,105.24296080241483
118e2f5e,14,0,0.32693,229.49794388831512
bb345b03,14,3,0.05269,508.1789543123053
d7a280be,14,0,0.11044,353.07030050148114
5b08009a,14,0,0.08283,34.14131862524958
638a036c,14,0,0.01426,443.42359767891685
a8cdc2c2,14,0,0.14435,261.50276885354583
6e97cded,14,3,1.6572,22.241738541018798
c3885694,14,5,0.20799,168.19277425548785
f4cdaee1,14,15,0.36911,296.5606430691806
377480be,14,2,0.16897,199.36292527806353
19deb977,14,0,0.05329,330.6108282308156
211eb2ae,14,0,0.03078,498.07542816264487
ab95b70d,14,0,0.01323,0
f526a4e0,14,1,0.0609,0
ecc34c2e,14,0,0.05144,463.8568556579112
e3e35fdb,14,0,0.00701,440.20079945513453
df31f97d,14,0,0.06926,14.31229426077
e769f6fe,14,3,0.04216,642.8112930588245
5bc8b302,14,3,0.20305,91.51674511786848
79e354b2,14,1,0.09506,41.27771307790565
ff84071f,14,1,0.03734,358.5832883203188
a6484004,14,0,0.00797,122.6993865030675
20760acb,14,4,0.13841,361.8846505869888
52fd31d7,15,2,0.31547,574.8756621459373
3421b03c,15,1,0.06471,130.50487021949263
ff529e8f,15,0,0.00679,422.4316402210816
c304b52e,15,1,0.0047,567.7756899156258
ca72fd20,15,2,0.05399,691.6972639129021
6028e7b7,15,6,0.11297,181.29309712505048
fdb23048,15,1,0.02016,265.5575782092772
0f7c71d8,15,2,0.02959,864.8537041192291
34fe95a5,15,13,0.4805,536.1424617241667
11184bca,15,1,0.06568,152.50114523378787
aadc708f,15,2,0.0823,221.97121041483868
45e05b54,15,0,0.25293,20.05811948876993
056f421c,15,6,0.08624,88.69571872721968
525214eb,15,0,0.03978,933.4075060015444
a33682bf,15,4,0.05754,298.93290840193464
be428bac,15,1,0.10066,149.57225874557327
8f3fe004,15,2,0.06359,750.8794544531763
88d245ba,15,1,0.10461,191.8932460572035
72cd92d3,15,2,0.09013,218.77259074814475
a06de818,15,2,0.10832,732.5778709734601
d531f652,15,2,0.20802,9.701576933542729
7778c917,15,0,0.09065,65.17304092700337
205e19b2,15,11,0.24073,479.9077464007405
9a312f28,15,1,0.01923,546.2905140375877
0eb837a8,15,0,0.05807,117.35957774554463
0f9ed4e2,15,4,0.36508,154.1928882632562
c2be3453,15,17,5.37527,31.868049379389273
e24cd8b8,15,0,0.01958,372.3318889423848
550e54c5,15,0,0.05636,443.0238938400914
156ec693,15,0,0.03065,407.13297155731294
cf35c6c5,15,1,0.02716,302.99962881405526
14298a4c,15,3,0.04832,678.6584231732892
5e125303,15,5,0.21726,173.72494256867498
21255d80,15,2,0.01923,830.1258553274682
55a7fd48,15,0,0.02023,926.9748200813951
a4728441,15,1,0.02017,331.9572276016028
acd4504e,15,0,0.00633,600.6448751781211
8ccec174,15,0,0.02483,381.6947515294622
a4a399e0,15,6,0.60613,339.3376435384788
d4270efc,15,3,0.09123,784.0218427788833
957796e0,15,0,0.03502,654.2952890167074
78ce3bab,15,0,0.00945,376.0423973189931
60760148,15,1,0.02855,396.04255839860656
5eac0b24,15,5,0.10384,469.53802281957365
5cafec9f,15,1,0.00731,407.61020264050075
ad8153f8,15,2,0.06337,232.2563285290558
78eaa11e,15,1,0.07511,201.024434911656
1f9012d1,15,0,0.05163,98.69695356994559
8d66d502,15,2,0.06486,651.2650560446383
1a1685ad,15,4,0.08159,590.0527262547059
afbc2e22,15,0,0.00791,640.7120967430217
2e23216d,15,0,0.03695,353.5353535353535
eda1ed99,15,3,0.08556,281.27736087917464
f3fb7a0c,15,14,2.97528,71.82708042312632
feb5d49b,15,13,0.3595,546.2718853592911
9bd1560c,15,0,0.00777,812.2948601279837
6a97c123,15,1,0.00587,0
47235d1f,15,3,0.35178,90.45726555577649
14a06ce1,15,0,0.00529,185.87360594795538
89c9d5ba,15,0,0.07826,451.04747411022635
802bcd6f,15,2,0.04926,529.6452182453144
b5f1a762,15,0,0.03559,261.3838608545034
f89b93ae,15,1,0.07149,55.31630531630531
352ce11a,15,0,0.04384,166.5647455792988
e27e8033,15,0,0.157,77.51025226885687
1778258c,15,0,0.0275,101.91203238586012
954f2cb4,15,2,0.02893,787.185803193146
cb173123,15,6,0.09182,672.815094835632
ce5d1ed1,15,1,0.0718,133.07098362139354
118e2f5e,15,2,0.3263,229.49794388831512
bb345b03,15,2,0.05247,565.1157544641367
d7a280be,15,2,0.11056,353.07030050148114
5b08009a,15,0,0.08132,34.14131862524958
638a036c,15,0,0.01441,443.42359767891685
a8cdc2c2,15,6,0.14332,261.50276885354583
6e97cded,15,2,1.69095,24.05202094507383
c3885694,15,1,0.2088,192.2323915447806
f4cdaee1,15,19,0.36855,337.1989351772243
377480be,15,3,0.16994,211.199345944454
19deb977,15,5,0.05209,330.6108282308156
211eb2ae,15,0,0.03061,498.07542816264487
ab95b70d,15,1,0.0133,0
f526a4e0,15,1,0.06088,16.420361247947454
ecc34c2e,15,1,0.05179,463.8568556579112
e3e35fdb,15,0,0.00705,440.20079945513453
df31f97d,15,1,0.06875,14.31229426077
e769f6fe,15,3,0.04182,713.9687883149915
5bc8b302,15,4,0.20213,106.29143115579018
79e354b2,15,0,0.09445,51.79738486414592
ff84071f,15,3,0.03643,385.36422029675157
a6484004,15,0,0.00778,122.6993865030675
20760acb,15,3,0.13858,390.78429656632557
52fd31d7,16,4,0.31387,581.2154091900303
3421b03c,16,0,0.06422,145.95843226554425
ff529e8f,16,1,0.00669,422.4316402210816
c304b52e,16,0,0.0049,780.5416473624343
ca72fd20,16,1,0.05361,728.7411609308684
6028e7b7,16,2,0.113,234.4045426415593
fdb23048,16,0,0.02021,315.16075281245185
0f7c71d8,16,3,0.02974,932.4441062821219
34fe95a5,16,11,0.48261,563.197612608662
11184bca,16,1,0.06544,167.72648019115692
aadc708f,16,0,0.08178,246.27254698835023
45e05b54,16,0,0.25393,20.05811948876993
056f421c,16,1,0.08542,158.26900258621782
525214eb,16,0,0.03993,933.4075060015444
a33682bf,16,0,0.0574,368.44976623996035
be428bac,16,1,0.10115,159.5066914894636
8f3fe004,16,2,0.06314,782.3309405358938
88d245ba,16,0,0.10666,201.4525616102099
72cd92d3,16,1,0.09032,240.96276050294338
a06de818,16,0,0.10777,751.0416819040362
d531f652,16,1,0.20611,19.316037081605415
7778c917,16,0,0.09026,65.17304092700337
205e19b2,16,5,0.24048,525.6020927638859
9a312f28,16,0,0.01928,598.292594120791
0eb837a8,16,0,0.05755,117.35957774554463
0f9ed4e2,16,3,0.36591,165.1493909475994
c2be3453,16,5,5.4357,35.030681209976386
e24cd8b8,16,2,0.01867,372.3318889423848
550e54c5,16,2,0.05604,443.0238938400914
156ec693,16,0,0.03049,407.13297155731294
cf35c6c5,16,0,0.02722,339.8184800658962
14298a4c,16,1,0.04855,740.7445158885209
5e125303,16,0,0.21533,196.73884296451408
21255d80,16,0,0.01909,934.1300154938749
55a7fd48,16,0,0.02,926.9748200813951
a4728441,16,1,0.02004,381.53580965415614
acd4504e,16,1,0.00626,600.6448751781211
8ccec174,16,2,0.02483,381.6947515294622
a4a399e0,16,12,0.61202,349.2365101182554
d4270efc,16,4,0.09103,816.9057625421191
957796e0,16,2,0.03482,654.2952890167074
78ce3bab,16,0,0.0091,376.0423973189931
60760148,16,0,0.02882,431.06882810088325
5eac0b24,16,1,0.10367,517.6890243604057
5cafec9f,16,0,0.00722,544.409108249256
ad8153f8,16,0,0.06352,263.81700392750935
78eaa11e,16,0,0.073,214.33824132891067
1f9012d1,16,0,0.0522,98.69695356994559
8d66d502,16,1,0.0659,682.1007020514222
1a1685ad,16,1,0.08174,639.0783421390055
afbc2e22,16,0,0.00796,640.7120967430217
2e23216d,16,0,0.03725,353.5353535353535
eda1ed99,16,0,0.08476,316.3404744836627
f3fb7a0c,16,7,3.02852,76.5325199111745
feb5d49b,16,12,0.35641,582.4332205470519
9bd1560c,16,0,0.00767,812.2948601279837
6a97c123,16,0,0.00596,170.35775127768312
47235d1f,16,3,0.35079,98.9853228643216
14a06ce1,16,0,0.00511,185.87360594795538
89c9d5ba,16,3,0.07785,451.04747411022635
802bcd6f,16,1,0.04924,570.2461114649651
b5f1a762,16,1,0.03528,261.3838608545034
f89b93ae,16,2,0.07126,69.30427566180818
352ce11a,16,2,0.04347,166.5647455792988
e27e8033,16,1,0.15793,77.51025226885687
1778258c,16,1,0.02726,101.91203238586012
954f2cb4,16,0,0.02879,856.3181917171694
cb173123,16,1,0.09167,738.1603355239351
ce5d1ed1,16,2,0.07206,146.99856022306486
118e2f5e,16,6,0.32759,235.62727272680732
bb345b03,16,0,0.05268,603.2327737132315
d7a280be,16,2,0.10898,371.1600255376606
5b08009a,16,1,0.08108,34.14131862524958
638a036c,16,0,0.01449,443.42359767891685
a8cdc2c2,16,2,0.1431,303.36712832884587
6e97cded,16,2,1.71889,25.234788028665896
c3885694,16,1,0.20869,197.02166357543194
f4cdaee1,16,10,0.36468,388.75232006394253
377480be,16,3,0.17006,228.8526353407115
19deb977,16,0,0.05253,426.5985418034783
211eb2ae,16,1,0.03034,498.07542816264487
ab95b70d,16,0,0.01321,75.18796992481204
f526a4e0,16,0,0.06096,32.846116832704354
ecc34c2e,16,2,0.05213,483.1656025202398
e3e35fdb,16,0,0.00701,440.20079945513453
df31f97d,16,0,0.06963,28.857748806224546
e769f6fe,16,0,0.04207,785.7047997927533
5bc8b302,16,0,0.20289,126.08067570137965
79e354b2,16,0,0.09424,51.79738486414592
ff84071f,16,0,0.03645,467.7139320727604
a6484004,16,1,0.00786,122.6993865030675
20760acb,16,3,0.13924,412.43244204186317
52fd31d7,17,1,0.31549,593.959538925271
3421b03c,17,0,0.06419,145.95843226554425
ff529e8f,17,0,0.00715,571.9084713122625
c304b52e,17,0,0.00477,780.5416473624343
ca72fd20,17,3,0.05317,747.3943972673728
6028e7b7,17,3,0.11327,252.10365768580706
fdb23048,17,1,0.02002,315.16075281245185
0f7c71d8,17,1,0.02982,1033.318349725296
34fe95a5,17,2,0.48743,585.9903437994785
11184bca,17,0,0.06535,183.00765378528897
aadc708f,17,2,0.08057,246.27254698835023
45e05b54,17,1,0.25398,20.05811948876993
056f421c,17,0,0.08514,169.97586280630682
525214eb,17,0,0.03987,933.4075060015444
a33682bf,17,0,0.05817,368.44976623996035
be428bac,17,0,0.10138,169.39299895362572
8f3fe004,17,0,0.06291,814.0065819676328
88d245ba,17,1,0.10707,201.4525616102099
72cd92d3,17,1,0.09109,252.03450540994072
a06de818,17,2,0.10835,751.0416819040362
d531f652,17,0,0.20644,24.167815258307176
7778c917,17,0,0.08965,65.17304092700337
205e19b2,17,1,0.23971,546.393842597552
9a312f28,17,0,0.01911,598.292594120791
0eb837a8,17,0,0.05765,117.35957774554463
0f9ed4e2,17,1,0.36505,173.34812834204064
c2be3453,17,3,5.49919,35.950525940185926
e24cd8b8,17,0,0.01774,479.45561684811594
550e54c5,17,0,0.05554,478.7126875588637
156ec693,17,0,0.02979,407.13297155731294
cf35c6c5,17,0,0.02631,339.8184800658962
14298a4c,17,0,0.04832,761.3418382366157
5e125303,17,1,0.2169,196.73884296451408
